playDispNm,gmDate,teamAbbr,playMin,teamLoc,playStat,playPos,playMin_last5_median,playMin_last20_median,playRat_last5_median,playRat_last20_median,playMin_ewm_01,playMin_ewm_std_01,playMin_ewm_02,playMin_ewm_std_02,playMin_ewm_025,playMin_ewm_std_025,playMin_ewm_03,playMin_ewm_std_03,playMin_ewm_04,playMin_ewm_std_04,playMin_ewm_05,playMin_ewm_std_05,playMin_ewm_06,playMin_ewm_std_06,playMin_ewm_07,playMin_ewm_std_07,playRat_ewm_01,playRat_ewm_02,playRat_ewm_025,playRat_ewm_03,playRat_ewm_04,playRat_ewm_05,playRat_ewm_06,playRat_ewm_07
A.J. Price,2012-11-07,WAS,37,0,1,PG,29.0,29.0,20.0,20.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,20.10526315789474,20.22222222222222,20.285714285714285,20.35294117647059,20.499999999999996,20.666666666666668,20.857142857142858,21.076923076923077
A.J. Price,2012-11-09,WAS,36,1,1,PG,29.0,29.0,22.0,22.0,31.952029520295206,4.736604728520583,32.27868852459016,4.858657981073495,32.45945945945946,4.920997481833965,32.65296803652968,4.983992641286886,33.08163265306123,5.1110125199995196,33.57142857142857,5.237229365663817,34.128205128205124,5.358913016456668,34.75539568345324,5.47065421626672,24.03321033210332,24.536885245901637,24.81081081081081,25.100456621004565,25.72959183673469,26.428571428571427,27.19871794871795,28.03597122302158
A.J. Price,2012-11-10,WAS,37,0,1,PG,32.5,32.5,26.375,26.375,33.12910729863333,4.322407578429143,33.53929539295393,4.260720420844129,33.754285714285714,4.213748411530483,33.9743387287801,4.154142865267426,34.42279411764706,3.990723035759215,34.86666666666667,3.756898416817484,35.2807881773399,3.4379043850238005,35.63373323923783,3.017888278264861,26.20441988950276,26.895663956639567,27.257142857142856,27.62692459534149,28.381433823529406,29.133333333333333,29.847290640394093,30.48059280169372
A.J. Price,2012-11-13,WAS,33,0,1,PG,36.0,36.0,30.75,30.75,34.07435715855535,4.089801441055797,34.56877677296526,3.900071274857344,34.81818181818182,3.779369836842693,35.065414157441126,3.6400703447840304,35.540596807772374,3.3032774999850028,35.96774193548387,2.889357557792769,36.322987390882645,2.4074042390938506,36.59244965265596,1.8792667083886112,28.779590241996527,29.827106139933367,30.36875800256082,30.916771843784932,32.011103400416374,33.064516129032256,34.031765276430654,34.879868079433024
A.J. Price,2012-11-14,WAS,18,0,1,PG,36.0,34.5,30.75,26.375,33.84506753685235,3.5883127077498203,34.14355104519039,3.3594843740051514,34.265221265221264,3.237496894725611,34.36317179897796,3.1152662114828,34.474624060150376,2.8888645782460154,34.46031746031746,2.719333974660893,34.320994794679,2.6342131347672018,34.07590033134155,2.6324600524169495,26.85249242891503,27.09565009974846,27.13929313929314,27.120061064134344,26.866642051557466,26.3015873015873,25.427462887989208,24.28123401960029
A.J. Price,2012-11-17,WAS,31,1,1,PG,36.0,33.0,30.75,22.0,30.80788651629634,7.473025651313309,30.058048946405147,8.221072047868146,29.572515320138056,8.607009522121347,29.013665404850695,8.989431252181058,27.69498801653981,9.705540542879934,26.165354330708663,10.297669384411998,24.51232739720759,10.715388681380766,22.82030850146927,10.940240718365782,24.820207700510117,24.350905395118318,23.99760512784391,23.566381992527184,22.497682319787195,21.236220472440944,19.911948536482175,18.6581404353132
A.J. Price,2012-11-19,WAS,24,1,1,PG,33.0,32.0,20.25,21.125,30.841618285050806,6.71920317068735,30.28441749797748,7.1185469619826245,29.969088596863077,7.294027145123823,29.646019753192224,7.4470718814134385,29.039576737210467,7.680395012753617,28.5921568627451,7.836010271229858,28.407483688510105,7.968946826101256,28.546468243781476,8.144518157764812,24.01775913551878,23.36538071112834,22.956473081814327,22.510603888044,21.58325044784203,20.741176470588236,20.11491242900948,19.772515244725202
A.J. Price,2012-11-21,WAS,31,0,0,PG,31.0,31.0,19.75,20.25,29.724764364507124,6.669301300664557,28.832685878788705,6.834239097687631,28.35567369597585,6.8446477344495165,27.880988447585402,6.802499878437501,27.00322430153064,6.572661705464451,26.291585127201564,6.205205076965384,25.76230005638598,5.791172661556918,25.36387783020733,5.41314245003408,22.137552741296304,20.855423863426026,20.130140517444044,19.381137463411484,17.912962219709723,16.61252446183953,15.544766935383509,14.681654370002963
A.J. Price,2012-11-24,WAS,20,1,0,PG,31.0,31.0,19.75,21.125,29.920556383995724,6.120110057443037,29.318290054352115,6.071616513308592,29.056204631101526,5.98389295918157,28.843891542458493,5.861813691704367,28.61166017759507,5.557594816675163,28.64809384164223,5.247492241848956,28.90524958469885,4.993302966092632,29.30918664571622,4.8211811035360155,22.999254180991528,22.400209147614067,22.148782195938058,21.964777665324206,21.871714392387187,22.18670576735093,22.868674741548578,23.82955032841173
A.J. Price,2012-11-26,WAS,33,1,1,PG,24.0,31.0,16.25,20.25,28.474810307552826,6.732792279898037,27.27950143457358,6.760396022541894,26.692314241141187,6.712148379891956,26.13720402356033,6.640779923857453,25.154453462374388,6.501906546093394,24.321934538348803,6.466405693640172,23.561875716535653,6.578792862737563,22.792744450033013,6.81203676777044,19.975416438414992,17.99145852312309,16.954714490870035,15.931037610010115,13.994450152677304,12.213483146067416,10.496950988915206,8.723838339207903
